Date,AGRO.BA,ALUA.BA,AUSO.BA,BBAR.BA,BHIP.BA,BMA.BA,BOLT.BA,BPAT.BA,BRIO.BA,BRIO6.BA,BYMA.BA,CADO.BA,CAPX.BA,CARC.BA,CECO2.BA,CELU.BA,CEPU.BA,CGPA2.BA,COME.BA,CRES.BA,CTIO.BA,CVH.BA,DGCU2.BA,DOME.BA,DYCA.BA,EDLH.BA,EDN.BA,EMDE.BA,FERR.BA,FIPL.BA,GAMI.BA,GARO.BA,GBAN.BA,GCLA.BA,GGAL.BA,GRIM.BA,HARG.BA,HAVA.BA,HULI.BA,INAG.BA,INTR.BA,INVJ.BA,IRCP.BA,IRSA.BA,LEDE.BA,LOMA.BA,LONG.BA,METR.BA,MIRG.BA,MOLA.BA,MOLI.BA,MORI.BA,MTR.BA,OEST.BA,PAMP.BA,PATA.BA,PGR.BA,POLL.BA,RIGO.BA,ROSE.BA,SAMI.BA,SEMI.BA,SUPV.BA,TECO2.BA,TGLT.BA,TGNO4.BA,TGSU2.BA,TRAN.BA,TXAR.BA,VALO.BA,YPFD.BA,^MERV
2011-01-03,1.031999945640564,3.8513031005859375,1.4500000476837158,16.00151824951172,3.3299999237060547,20.799999237060547,0.5879999995231628,5.940000057220459,3.125,2.4000000953674316,,3.3074951171875,5.449999809265137,1.1014260053634644,5.989999771118164,9.40999984741211,0.31484299898147583,1.8899999856948853,0.2571049928665161,7.006474018096924,3.0999999046325684,,2.990000009536743,,6.949999809265137,,2.690000057220459,,0.5985000133514404,1.9641859531402588,35.900001525878906,1.2282949686050415,3.200000047683716,5.845586776733398,6.440000057220459,2.8361759185791016,4.630000114440918,,0.33000001311302185,5.0,1.140910029411316,,,6.406861782073975,8.699999809265137,,0.776868999004364,1.149999976158142,35.983333587646484,,26.440135955810547,4.5208539962768555,,1.9800000190734863,2.7799999713897705,2.9000000953674316,,9.348888397216797,12.658448219299316,2.2899999618530273,8.687417984008789,1.425279974937439,,20.350000381469727,9.699999809265137,1.4900000095367432,4.410262107849121,1.6200000047683716,2.684614896774292,1.0232349634170532,203.75,3628.47998046875
2011-01-04,1.051200032234192,3.934575080871582,1.440000057220459,15.756847381591797,3.4700000286102295,20.799999237060547,0.5899999737739563,6.079999923706055,3.1500000953674316,2.375,,3.3534319400787354,5.349999904632568,1.0664600133895874,6.03000020980835,9.59000015258789,0.3125,1.9199999570846558,0.25884801149368286,6.811850070953369,3.200000047683716,,3.0199999809265137,,7.0,,2.5999999046325684,,0.5985000133514404,1.8840149641036987,35.75,1.2282949686050415,3.200000047683716,5.845586776733398,6.389999866485596,2.717175006866455,4.650000095367432,,0.33000001311302185,,1.1802510023117065,,,6.465460777282715,8.9399995803833,,0.8066660165786743,1.149999976158142,39.56666564941406,,28.316251754760742,4.6131157875061035,,2.0,2.7100000381469727,,,9.05673599243164,13.35684585571289,2.240000009536743,8.758432388305664,1.514868974685669,,20.600000381469727,9.699999809265137,1.4500000476837158,4.362114906311035,1.600000023841858,2.684614896774292,1.0232349634170532,214.0,3613.72998046875
2011-01-05,1.055999994277954,4.149693012237549,1.5700000524520874,15.26750373840332,3.430000066757202,20.0,0.5966669917106628,6.070000171661377,3.200000047683716,2.362499952316284,,3.6887760162353516,5.699999809265137,1.092684030532837,6.099999904632568,9.979999542236328,0.3062500059604645,1.9199999570846558,0.27410000562667847,7.043544769287109,3.200000047683716,,3.049999952316284,,7.0,,2.5799999237060547,,0.6074780225753784,1.969135046005249,36.20000076293945,1.270895004272461,3.200000047683716,5.900733947753906,6.289999961853027,2.717175006866455,4.730000019073486,,0.33000001311302185,5.0,1.1015679836273193,,,6.572893142700195,9.829999923706055,,0.8173080086708069,1.149999976158142,43.33333206176758,,27.749053955078125,4.788414001464844,,2.0999999046325684,2.680000066757202,2.950000047683716,,8.9593505859375,12.658448219299316,2.3499999046325684,8.98331069946289,1.514868974685669,,20.649999618530273,9.680000305175781,1.4700000286102295,4.333227157592773,1.600000023841858,2.684614896774292,1.0232349634170532,219.0,3604.800048828125
2011-01-06,1.1519999504089355,4.267661094665527,1.559999942779541,14.92496395111084,3.4200000762939453,20.100000381469727,0.6266670227050781,6.139999866485596,3.125,2.319999933242798,,3.8541500568389893,5.949999809265137,1.1451330184936523,6.300000190734863,10.199999809265137,0.30000001192092896,1.9199999570846558,0.27061399817466736,6.9045281410217285,3.299999952316284,,3.049999952316284,,7.199999809265137,,2.5899999141693115,,0.6433879733085632,1.985751986503601,37.20000076293945,1.2992949485778809,3.200000047683716,5.8731608390808105,6.300000190734863,2.8163421154022217,4.809999942779541,,0.33000001311302185,,1.2982759475708008,,,6.690092086791992,10.100000381469727,,0.8407210111618042,1.1399999856948853,42.166664123535156,,29.31975555419922,5.2589521408081055,,2.1500000953674316,2.609999895095825,2.9800000190734863,,9.154120445251465,14.404440879821777,2.490000009536743,8.98331069946289,1.6696139574050903,,21.399999618530273,9.199999809265137,1.440000057220459,4.256190776824951,1.5800000429153442,2.684614896774292,1.0232349634170532,219.5,3603.43994140625
2011-01-07,1.1519999504089355,4.163570880889893,1.4900000095367432,14.77816104888916,3.3499999046325684,20.100000381469727,0.6286669969558716,6.0,3.075000047683716,2.25,,3.808212995529175,5.800000190734863,1.1276500225067139,6.150000095367432,9.800000190734863,0.29531198740005493,2.0,0.26669201254844666,6.997206211090088,3.299999952316284,,3.049999952316284,,7.179999828338623,,2.5299999713897705,,0.6433879733085632,1.9442089796066284,37.0,1.2744450569152832,3.200000047683716,5.8731608390808105,6.110000133514404,2.8163421154022217,4.900000095367432,,0.33000001311302185,5.0,1.363845944404602,,,6.59242582321167,9.59000015258789,,0.8620049953460693,1.100000023841858,40.5,,28.185359954833984,6.043181896209717,,,2.619999885559082,2.9000000953674316,,8.764582633972168,15.277438163757324,2.5,8.876790046691895,1.6696139574050903,,20.850000381469727,9.600000381469727,1.4299999475479126,4.208044052124023,1.5700000524520874,2.684614896774292,1.0232349634170532,213.0,3546.260009765625
2011-01-10,1.1399999856948853,4.163570880889893,1.5399999618530273,14.876029014587402,3.2200000286102295,19.649999618530273,0.6066669821739197,5.869999885559082,3.1875,2.25,,3.7576820850372314,5.849999904632568,1.1276500225067139,6.21999979019165,9.630000114440918,0.29374998807907104,,0.2693060040473938,7.043544769287109,,,3.049999952316284,,,,2.509999990463257,2.200000047683716,0.6433879733085632,1.8943580389022827,36.75,1.277994990348816,3.200000047683716,5.859374046325684,6.139999866485596,2.796509027481079,4.880000114440918,,0.33000001311302185,,1.2982759475708008,,,6.465460777282715,9.4399995803833,,0.8620049953460693,,40.29999923706055,,27.92357635498047,6.642887115478516,,,2.6500000953674316,2.9000000953674316,,9.05673599243164,16.586931228637695,2.5,8.876790046691895,1.7714200019836426,,21.100000381469727,9.550000190734863,1.399999976158142,4.140638828277588,1.590000033378601,2.684614896774292,1.0232349634170532,214.5,3540.590087890625
2011-01-11,1.128000020980835,4.170510768890381,1.5299999713897705,14.680292129516602,3.200000047683716,19.149999618530273,0.5860000252723694,5.829999923706055,3.25,2.315000057220459,,3.808212995529175,5.849999904632568,1.1189090013504028,6.159999847412109,9.75,0.29765599966049194,2.0,0.2701779901981354,6.950867176055908,3.4000000953674316,,,0.7172459959983826,7.199999809265137,,2.5299999713897705,,0.6433879733085632,1.9109749794006348,35.75,1.2992949485778809,3.200000047683716,6.135108947753906,6.099999904632568,2.77667498588562,4.849999904632568,,0.33000001311302185,,1.3376179933547974,,,6.397095203399658,9.25,,0.8300790190696716,1.1299999952316284,41.0,,29.886953353881836,6.366099834442139,,2.0,2.6600000858306885,2.924999952316284,,8.861967086791992,17.241680145263672,2.4600000381469727,8.758432388305664,1.8772979974746704,,21.100000381469727,9.550000190734863,1.399999976158142,4.09249210357666,1.5700000524520874,2.684614896774292,1.0232349634170532,215.5,3545.7099609375
2011-01-12,1.1375999450683594,4.260721206665039,1.5099999904632568,15.022831916809082,3.309999942779541,19.5,0.5626670122146606,5.849999904632568,3.5999999046325684,2.5,,3.7852439880371094,5.800000190734863,1.1014260053634644,6.179999828338623,9.75,0.296875,2.0,0.2723569869995117,7.089885234832764,3.4000000953674316,,3.049999952316284,0.753108024597168,7.199999809265137,,2.5399999618530273,,0.6209440231323242,1.9192830324172974,35.0,1.256695032119751,3.200000047683716,6.162683010101318,6.150000095367432,2.6973419189453125,4.889999866485596,,0.33000001311302185,,1.5002310276031494,,,6.348261833190918,9.460000038146973,,0.7981529831886292,1.100000023841858,40.400001525878906,,31.41402244567871,6.273838043212891,,2.1500000953674316,2.6700000762939453,2.9600000381469727,,8.764582633972168,17.8527774810791,2.4000000953674316,9.468576431274414,1.8732260465621948,,21.299999237060547,9.600000381469727,1.4199999570846558,4.352485179901123,1.6100000143051147,2.684614896774292,1.0232349634170532,217.39999389648438,3601.449951171875
2011-01-13,1.1327999830245972,4.219086170196533,1.440000057220459,14.827095031738281,3.2699999809265137,19.200000762939453,0.5533329844474792,5.800000190734863,3.5625,2.4625000953674316,,3.6749939918518066,5.820000171661377,1.0839430093765259,6.150000095367432,9.600000381469727,0.29218700528144836,2.0,0.2701779901981354,7.117688179016113,,,3.049999952316284,,,,2.559999942779541,,0.6134629845619202,1.869431972503662,34.04999923706055,1.249595046043396,3.200000047683716,6.3419108390808105,6.139999866485596,2.53867506980896,4.889999866485596,,0.33000001311302185,,1.5002310276031494,,,6.270130157470703,9.100000381469727,,0.776868999004364,1.059999942779541,40.266666412353516,,31.239501953125,6.458362102508545,,2.1500000953674316,2.680000066757202,2.9600000381469727,,8.66719913482666,17.8527774810791,2.319999933242798,9.586933135986328,1.8732260465621948,,21.25,9.449999809265137,1.4299999475479126,4.333227157592773,1.6100000143051147,2.684614896774292,1.0232349634170532,213.0,3543.469970703125
2011-01-14,1.1160000562667847,4.170510768890381,1.4600000381469727,15.07176685333252,3.2300000190734863,18.799999237060547,0.5626670122146606,5.699999809265137,3.5,2.450000047683716,,3.6520259380340576,5.699999809265137,1.0839430093765259,6.139999866485596,9.5,0.2906250059604645,,0.27148500084877014,7.191831111907959,,,3.049999952316284,,,,2.569999933242798,,0.5985000133514404,1.861122965812683,34.5,1.249595046043396,3.200000047683716,6.5349249839782715,6.110000133514404,2.6775081157684326,4.880000114440918,,0.33000001311302185,,1.5736689567565918,,,6.299429893493652,9.0,,0.7662270069122314,1.0800000429153442,40.983333587646484,,31.501283645629883,5.812526226043701,,2.1700000762939453,2.690000057220459,2.984999895095825,,8.472430229187012,17.459928512573242,2.3499999046325684,9.586933135986328,1.8325029611587524,,21.399999618530273,9.550000190734863,1.4299999475479126,4.352485179901123,1.6100000143051147,2.684614896774292,1.0232349634170532,208.0,3539.06005859375
