Date,AGRO.BA,ALUA.BA,AUSO.BA,BBAR.BA,BHIP.BA,BMA.BA,BOLT.BA,BPAT.BA,BRIO.BA,BRIO6.BA,BYMA.BA,CADO.BA,CAPX.BA,CARC.BA,CECO2.BA,CELU.BA,CEPU.BA,CGPA2.BA,COME.BA,CRES.BA,CTIO.BA,CVH.BA,DGCU2.BA,DOME.BA,DYCA.BA,EDLH.BA,EDN.BA,EMDE.BA,FERR.BA,FIPL.BA,GAMI.BA,GARO.BA,GBAN.BA,GCLA.BA,GGAL.BA,GRIM.BA,HARG.BA,HAVA.BA,HULI.BA,INAG.BA,INTR.BA,INVJ.BA,IRCP.BA,IRSA.BA,LEDE.BA,LOMA.BA,LONG.BA,METR.BA,MIRG.BA,MOLA.BA,MOLI.BA,MORI.BA,MTR.BA,OEST.BA,PAMP.BA,PATA.BA,PGR.BA,POLL.BA,RIGO.BA,ROSE.BA,SAMI.BA,SEMI.BA,SUPV.BA,TECO2.BA,TGLT.BA,TGNO4.BA,TGSU2.BA,TRAN.BA,TXAR.BA,VALO.BA,YPFD.BA,^MERV
2011-02-01,38070.0,323827.0,40320.0,103251.0,210072.0,27039.0,37289.0,151783.0,32352.0,2020.0,,58407.0,22600.0,29467.0,8934.0,30651.0,95984.0,16404.0,3822666.0,10013.0,0.0,,,0.0,2419.0,,124018.0,0.0,185684.0,94712.0,791.0,106577.0,0.0,37209.0,630700.0,5304.0,17530.0,,0.0,2500.0,8121.0,,,64562.0,66217.0,,56624.0,85713.0,4887.0,,47927.0,2647.0,,4093.0,1146448.0,18050.0,,1211.0,45.0,562.0,11625.0,63584.0,,179781.0,6200.0,378716.0,51185.0,282979.0,0.0,0.0,16144.0,0.0
2011-02-02,12987.0,657678.0,47833.0,89189.0,87546.0,33852.0,72749.0,128889.0,31788.0,81860.0,,6530.0,9680.0,73516.0,9893.0,20653.0,43752.0,4953.0,2852204.0,27547.0,0.0,,,0.0,344.0,,205812.0,0.0,17817.0,209311.0,1655.0,12197.0,0.0,478720.0,671049.0,,16945.0,,0.0,,6367.0,,,19398.0,76845.0,,,27721.0,6759.0,,30856.0,2268.0,,,821887.0,2000.0,,3188.0,756.0,14233.0,34142.0,23078.0,,114295.0,12.0,115997.0,56496.0,349080.0,0.0,0.0,3672.0,0.0
2011-02-03,57879.0,343123.0,75175.0,201575.0,92659.0,110232.0,137309.0,183833.0,52592.0,119952.0,,217.0,31059.0,79427.0,6185.0,135968.0,6120.0,2650.0,1121412.0,33196.0,0.0,,,0.0,2665.0,,201743.0,0.0,59769.0,38283.0,6790.0,72450.0,0.0,24284.0,1524859.0,9796.0,46946.0,,0.0,1800.0,0.0,,,51729.0,40528.0,,20992.0,110624.0,10239.0,,8711.0,973.0,,29764.0,942447.0,910.0,,2586.0,240.0,10300.0,33339.0,19227.0,,126707.0,0.0,270311.0,150037.0,210276.0,0.0,0.0,4178.0,0.0
2011-02-04,81449.0,294410.0,12342.0,149077.0,198500.0,701200.0,47174.0,114900.0,204616.0,306500.0,,4345.0,1961.0,11439.0,,65585.0,53680.0,,1198632.0,8581.0,0.0,,3666.0,0.0,263.0,,279300.0,0.0,52504.0,23393.0,4326.0,,0.0,2843.0,1375600.0,12297.0,166949.0,,0.0,0.0,0.0,,,49065.0,63000.0,,9152.0,76189.0,6747.0,,21315.0,,,11000.0,1120900.0,,,205.0,114.0,18680.0,5407.0,3248.0,,114000.0,0.0,128161.0,71653.0,328900.0,0.0,0.0,6800.0,0.0
2011-02-07,90395.0,208811.0,36942.0,91449.0,192100.0,527000.0,344744.0,108300.0,56840.0,107136.0,,10664.0,6629.0,2562.0,21670.0,27685.0,36400.0,3883.0,807073.0,23689.0,0.0,,3000.0,0.0,4086.0,,95200.0,0.0,50045.0,0.0,4396.0,25563.0,0.0,5476.0,1119800.0,1452.0,472028.0,,0.0,0.0,3812.0,,,102297.0,40200.0,,15232.0,59003.0,5682.0,,12032.0,2318.0,,500.0,940700.0,25730.0,,4056.0,501.0,1400.0,6446.0,27049.0,,157900.0,200.0,138335.0,20600.0,433100.0,0.0,0.0,6000.0,0.0
2011-02-08,50933.0,348587.0,9800.0,309435.0,297984.0,490060.0,93104.0,69733.0,32344.0,114544.0,,0.0,4122.0,24022.0,17762.0,21120.0,29736.0,26616.0,1042449.0,38507.0,0.0,,3000.0,0.0,0.0,,233574.0,0.0,27174.0,33725.0,1203.0,21112.0,0.0,10702.0,1042007.0,705.0,50315.0,,0.0,0.0,0.0,,,26686.0,84031.0,,0.0,72357.0,7842.0,,18896.0,4944.0,,4480.0,1118022.0,2000.0,,732.0,1500.0,22476.0,5229.0,25170.0,,113319.0,303.0,153066.0,50623.0,327342.0,0.0,0.0,4058.0,0.0
2011-02-09,28287.0,0.0,26670.0,0.0,0.0,0.0,248759.0,0.0,16732.0,28760.0,,43785.0,4450.0,58525.0,8500.0,43557.0,43096.0,1000.0,1881971.0,47812.0,0.0,,0.0,0.0,566.0,,0.0,0.0,32775.0,86823.0,3180.0,12676.0,0.0,3626.0,0.0,1078.0,55136.0,,0.0,0.0,0.0,,,16085.0,0.0,,4698.0,28917.0,11337.0,,0.0,1752.0,,0.0,0.0,0.0,,5737.0,0.0,36033.0,6079.0,48361.0,,0.0,3165.0,122851.0,27410.0,0.0,0.0,0.0,0.0,0.0
2011-02-10,108283.0,693290.0,16788.0,195551.0,654570.0,227826.0,282149.0,339136.0,18252.0,3960.0,,42866.0,32089.0,36354.0,42411.0,101290.0,111656.0,987.0,1779234.0,40554.0,0.0,,5000.0,0.0,0.0,,861051.0,0.0,82452.0,55958.0,7693.0,59943.0,0.0,0.0,1461616.0,5294.0,47155.0,,0.0,0.0,0.0,,,56707.0,111908.0,,11041.0,150043.0,32652.0,,23203.0,7499.0,,15804.0,2082412.0,1570.0,,9550.0,462.0,4000.0,16885.0,53044.0,,274023.0,0.0,334469.0,34118.0,772488.0,0.0,0.0,8218.0,0.0
2011-02-11,56541.0,447746.0,35700.0,350053.0,641914.0,896268.0,226169.0,150230.0,19584.0,11688.0,,11628.0,22176.0,35352.0,90717.0,61519.0,219760.0,2987.0,1868638.0,10628.0,0.0,,0.0,0.0,0.0,,514690.0,0.0,95933.0,82531.0,2513.0,132690.0,0.0,4446.0,2632818.0,0.0,6310.0,,0.0,0.0,3812.0,,,10347.0,142187.0,,23595.0,6380.0,16479.0,,46110.0,4664.0,,0.0,1892361.0,0.0,,297.0,0.0,14200.0,2914.0,24114.0,,192857.0,500.0,115021.0,47564.0,619875.0,0.0,0.0,1333.0,0.0
2011-02-14,37579.0,281224.0,5155.0,223319.0,280838.0,188423.0,417239.0,188583.0,46992.0,231868.0,,1872.0,5280.0,0.0,43596.0,49260.0,33800.0,0.0,1657014.0,67763.0,0.0,,0.0,0.0,0.0,,308236.0,0.0,21266.0,41369.0,2810.0,49295.0,0.0,185866.0,1318308.0,0.0,0.0,,0.0,0.0,13977.0,,,82466.0,45378.0,,7047.0,29842.0,8988.0,,18002.0,2048.0,,0.0,1275081.0,0.0,,1171.0,10261.0,6623.0,4030.0,35909.0,,120972.0,500.0,50822.0,41675.0,342688.0,0.0,0.0,2073.0,0.0
